0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5
0,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,0,6
0,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,7
0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,8
0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,9
0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,10
0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
0,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2
0,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,3
0,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,4
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5
0,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,6
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,7
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,8
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,9
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,10
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,6
0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,7
0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,8
0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,9
0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,10
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5
0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,6
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,7
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,8
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,9
0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,10
